,YogaPoses,ImageNumbers,label of class_6,label of class_20,label of class_82,_merge
4749,Half_Moon_Pose_or_Ardha_Chandrasana_,246.jpg,0,2,31,both
2089,Corpse_Pose_or_Savasana_,200.jpg,4,13,12,both
8848,Supported_Headstand_pose_or_Salamba_Sirsasana_,90.jpg,3,11,63,both
14215,Plank_Pose_or_Kumbhakasana_,228.jpg,4,16,44,both
9439,Tortoise_Pose,2_322.jpg,1,7,67,both
2751,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,0_31.jpg,0,1,17,both
11532,Cobra_Pose_or_Bhujangasana_,1_262.jpg,4,14,10,both
1307,Chair_Pose_or_Utkatasana_,378.jpg,0,0,8,both
10589,Warrior_I_Pose_or_Virabhadrasana_I_,1_578.jpg,0,2,75,both
9989,Upward_Plank_Pose_or_Purvottanasana_,286.jpg,5,17,71,both
12157,Intense_Side_Stretch_Pose_or_Parsvottanasana_,76.jpg,0,1,36,both
3162,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,3_20.jpg,0,2,21,both
4728,Half_Moon_Pose_or_Ardha_Chandrasana_,70.jpg,0,2,31,both
3355,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_656.jpg,0,2,21,both
6354,Plow_Pose_or_Halasana_,0_408.jpg,3,12,45,both
6296,Plow_Pose_or_Halasana_,0_89.jpg,3,12,45,both
10886,Wide-Legged_Forward_Bend_pose_or_Prasarita_Padottanasana_,425.jpg,0,1,77,both
12011,Garland_Pose_or_Malasana_,131.jpg,1,4,28,both
11056,Wind_Relieving_pose_or_Pawanmuktasana,343.jpg,4,13,79,both
2219,Cow_Face_Pose_or_Gomukhasana_,0_426.jpg,1,5,13,both
12894,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,307.jpg,5,17,69,both
2350,Crane_(Crow)_Pose_or_Bakasana_,1_435.jpg,2,9,14,both
7747,Sitting pose 1 (normal),3_0_228.jpg,1,4,57,both
8751,Standing_big_toe_hold_pose_or_Utthita_Padangusthasana,120.jpg,0,3,62,both
4053,Fish_Pose_or_Matsyasana_,43.jpg,4,13,25,both
4944,Handstand_pose_or_Adho_Mukha_Vrksasana_,53.jpg,3,11,32,both
5921,Low_Lunge_pose_or_Anjaneyasana_,28.jpg,0,2,40,both
14710,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,1_412.jpg,3,11,64,both
7103,Seated_Forward_Bend_pose_or_Paschimottanasana_,131.jpg,1,7,52,both
9011,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_0_577.jpg,3,11,64,both
9618,Tree_Pose_or_Vrksasana_,183.jpg,0,0,68,both
3738,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,1_220.jpg,3,11,23,both
3612,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,2_192.jpg,0,2,22,both
3155,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_174.jpg,0,2,21,both
12913,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,398.jpg,5,17,69,both
531,Bow_Pose_or_Dhanurasana_,0_575.jpg,5,19,4,both
2501,Crane_(Crow)_Pose_or_Bakasana_,1_234.jpg,2,9,14,both
11314,Bound_Angle_Pose_or_Baddha_Konasana_,1_312.jpg,1,4,3,both
9765,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,283.jpg,5,17,69,both
1248,Chair_Pose_or_Utkatasana_,490.jpg,0,0,8,both
10478,Warrior_II_Pose_or_Virabhadrasana_II_,527.jpg,0,3,74,both
6478,Rajakapotasana,594.jpg,1,8,47,both
8446,Standing_Forward_Bend_pose_or_Uttanasana_,2_157.jpg,0,1,60,both
8223,Split pose,2_285.jpg,1,6,58,both
7885,Sitting pose 1 (normal),1_0_10.jpg,1,4,57,both
6025,Noose_Pose_or_Pasasana_,1.jpg,1,4,41,both
10222,Virasana_or_Vajrasana,2_220.jpg,1,5,72,both
6046,Peacock_Pose_or_Mayurasana_,0_206.jpg,4,16,42,both
954,Cat_Cow_Pose_or_Marjaryasana_,1_0_214.jpg,5,18,7,both
8944,Supported_Headstand_pose_or_Salamba_Sirsasana_,584.jpg,3,11,63,both
1761,Cobra_Pose_or_Bhujangasana_,1_433.jpg,4,14,10,both
2349,Crane_(Crow)_Pose_or_Bakasana_,1_309.jpg,2,9,14,both
4582,Half_Lord_of_the_Fishes_Pose_or_Ardha_Matsyendrasana_,1_51.jpg,1,5,30,both
12318,Plank_Pose_or_Kumbhakasana_,143.jpg,4,16,44,both
11340,Bow_Pose_or_Dhanurasana_,513.jpg,5,19,4,both
10242,Virasana_or_Vajrasana,2_48.jpg,1,5,72,both
8234,Split pose,3_2.jpg,1,6,58,both
1275,Chair_Pose_or_Utkatasana_,0_192.jpg,0,0,8,both
6062,Peacock_Pose_or_Mayurasana_,51.jpg,4,16,42,both
11358,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,161.jpg,5,17,5,both
5634,Lord_of_the_Dance_Pose_or_Natarajasana_,389.jpg,0,3,39,both
10219,Virasana_or_Vajrasana,2_209.jpg,1,5,72,both
4932,Handstand_pose_or_Adho_Mukha_Vrksasana_,131.jpg,3,11,32,both
8103,Split pose,2_0_329.jpg,1,6,58,both
2419,Crane_(Crow)_Pose_or_Bakasana_,1_391.jpg,2,9,14,both
9254,Supta_Baddha_Konasana_,2_262.jpg,4,13,65,both
10929,Wild_Thing_pose_or_Camatkarasana_,400.jpg,5,17,78,both
13635,Eagle_Pose_or_Garudasana_,519.jpg,0,0,18,both
7958,Sitting pose 1 (normal),1_553.jpg,1,4,57,both
4620,Half_Lord_of_the_Fishes_Pose_or_Ardha_Matsyendrasana_,1_395.jpg,1,5,30,both
7409,Side_Crane_(Crow)_Pose_or_Parsva_Bakasana_,2_93.jpg,2,10,55,both
13500,Cockerel_Pose,2_41.jpg,2,9,11,both
12108,Handstand_pose_or_Adho_Mukha_Vrksasana_,72.jpg,3,11,32,both
828,Camel_Pose_or_Ustrasana_,614.jpg,5,17,6,both
9115,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_509.jpg,3,11,64,both
6496,Rajakapotasana,465.jpg,1,8,47,both
11050,Wind_Relieving_pose_or_Pawanmuktasana,268.jpg,4,13,79,both
13726,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_599.jpg,0,2,21,both
10934,Wild_Thing_pose_or_Camatkarasana_,0_284.jpg,5,17,78,both
9483,Tortoise_Pose,1_0_23.jpg,1,7,67,both
12724,Standing_big_toe_hold_pose_or_Utthita_Padangusthasana,66.jpg,0,3,62,both
12047,Half_Lord_of_the_Fishes_Pose_or_Ardha_Matsyendrasana_,1_413.jpg,1,5,30,both
12170,Legs-Up-the-Wall_Pose_or_Viparita_Karani_,7.jpg,3,11,37,both
13072,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,2_286.jpg,1,6,76,both
6222,Plow_Pose_or_Halasana_,222.jpg,3,12,45,both
10057,Upward_Plank_Pose_or_Purvottanasana_,0_87.jpg,5,17,71,both
1720,Cobra_Pose_or_Bhujangasana_,1_539.jpg,4,14,10,both
8468,Standing_Forward_Bend_pose_or_Uttanasana_,1_3.jpg,0,1,60,both
3986,Fish_Pose_or_Matsyasana_,354.jpg,4,13,25,both
13209,Boat_Pose_or_Paripurna_Navasana_,483.jpg,5,19,2,both
9275,Supta_Baddha_Konasana_,1_244.jpg,4,13,65,both
12424,Scale_Pose_or_Tolasana_,1_145.jpg,2,9,50,both
10281,Warrior_III_Pose_or_Virabhadrasana_III_,407.jpg,0,3,73,both
5708,Lord_of_the_Dance_Pose_or_Natarajasana_,174.jpg,0,3,39,both
8656,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,1_428.jpg,0,3,61,both
272,Boat_Pose_or_Paripurna_Navasana_,0_329.jpg,5,19,2,both
294,Bound_Angle_Pose_or_Baddha_Konasana_,1_532.jpg,1,4,3,both
931,Camel_Pose_or_Ustrasana_,311.jpg,5,17,6,both
8695,Standing_big_toe_hold_pose_or_Utthita_Padangusthasana,99.jpg,0,3,62,both
10220,Virasana_or_Vajrasana,1_172.jpg,1,5,72,both
5322,Intense_Side_Stretch_Pose_or_Parsvottanasana_,97.jpg,0,1,36,both
1949,Cockerel_Pose,4_73.jpg,2,9,11,both
14750,Supta_Baddha_Konasana_,1_360.jpg,4,13,65,both
11422,Cat_Cow_Pose_or_Marjaryasana_,1_256.jpg,5,18,7,both
8640,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,1_49.jpg,0,3,61,both
1797,Cobra_Pose_or_Bhujangasana_,1_383.jpg,4,14,10,both
8866,Supported_Headstand_pose_or_Salamba_Sirsasana_,262.jpg,3,11,63,both
5190,Heron_Pose_or_Krounchasana_,2_248.jpg,1,8,35,both
2652,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,114.jpg,0,1,17,both
14491,Sitting pose 1 (normal),2_236.jpg,1,4,57,both
3391,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,1_374.jpg,0,2,22,both
9255,Supta_Baddha_Konasana_,2_157.jpg,4,13,65,both
10985,Wild_Thing_pose_or_Camatkarasana_,132.jpg,5,17,78,both
12646,Split pose,2_95.jpg,1,6,58,both
9648,Tree_Pose_or_Vrksasana_,571.jpg,0,0,68,both
4232,Frog_Pose_or_Bhekasana,1_9.jpg,4,14,27,both
6041,Peacock_Pose_or_Mayurasana_,452.jpg,4,16,42,both
4966,Handstand_pose_or_Adho_Mukha_Vrksasana_,0_150.jpg,3,11,32,both
821,Camel_Pose_or_Ustrasana_,646.jpg,5,17,6,both
10744,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,2_372.jpg,1,6,76,both
11976,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,199.jpg,4,16,26,both
9440,Tortoise_Pose,1_22.jpg,1,7,67,both
6267,Plow_Pose_or_Halasana_,224.jpg,3,12,45,both
5454,Legs-Up-the-Wall_Pose_or_Viparita_Karani_,0_249.jpg,3,11,37,both
379,Bound_Angle_Pose_or_Baddha_Konasana_,1_99.jpg,1,4,3,both
743,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,0_136.jpg,5,17,5,both
14085,Intense_Side_Stretch_Pose_or_Parsvottanasana_,390.jpg,0,1,36,both
14837,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,387.jpg,5,17,69,both
13738,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,2_204.jpg,0,2,22,both
12413,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,1_147.jpg,1,7,49,both
9197,Supta_Baddha_Konasana_,1_101.jpg,4,13,65,both
4495,Gate_Pose_or_Parighasana_,0_275.jpg,0,2,29,both
2039,Corpse_Pose_or_Savasana_,461.jpg,4,13,12,both
3534,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,1_324.jpg,0,2,22,both
10182,Virasana_or_Vajrasana,2_498.jpg,1,5,72,both
347,Bound_Angle_Pose_or_Baddha_Konasana_,1_217.jpg,1,4,3,both
5059,Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,1_0_194.jpg,1,7,34,both
1364,Child_Pose_or_Balasana_,12.jpg,4,14,9,both
14065,Heron_Pose_or_Krounchasana_,2_146.jpg,1,8,35,both
14660,Standing_big_toe_hold_pose_or_Utthita_Padangusthasana,242.jpg,0,3,62,both
12239,Lord_of_the_Dance_Pose_or_Natarajasana_,193.jpg,0,3,39,both
565,Bow_Pose_or_Dhanurasana_,0_296.jpg,5,19,4,both
12831,Supta_Virasana_Vajrasana,3_233.jpg,4,13,66,both
3706,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,1_154.jpg,3,11,23,both
4286,Garland_Pose_or_Malasana_,389.jpg,1,4,28,both
11938,Fish_Pose_or_Matsyasana_,97.jpg,4,13,25,both
14095,Legs-Up-the-Wall_Pose_or_Viparita_Karani_,72.jpg,3,11,37,both
5229,Heron_Pose_or_Krounchasana_,2_38.jpg,1,8,35,both
11289,Boat_Pose_or_Paripurna_Navasana_,390.jpg,5,19,2,both
13759,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,2_65.jpg,0,2,22,both
2705,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,343.jpg,0,1,17,both
7801,Sitting pose 1 (normal),1_355.jpg,1,4,57,both
12425,Scale_Pose_or_Tolasana_,1_29.jpg,2,9,50,both
6752,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,1_181.jpg,1,7,49,both
11872,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,1_301.jpg,0,2,22,both
14158,Lord_of_the_Dance_Pose_or_Natarajasana_,508.jpg,0,3,39,both
3413,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,1_3.jpg,0,2,22,both
2195,Cow_Face_Pose_or_Gomukhasana_,312.jpg,1,5,13,both
13528,Corpse_Pose_or_Savasana_,244.jpg,4,13,12,both
10349,Warrior_III_Pose_or_Virabhadrasana_III_,120.jpg,0,3,73,both
12376,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,2_58.jpg,2,10,46,both
9742,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,142.jpg,5,17,69,both
11005,Wild_Thing_pose_or_Camatkarasana_,82.jpg,5,17,78,both
2420,Crane_(Crow)_Pose_or_Bakasana_,1_0_434.jpg,2,9,14,both
14782,Supta_Virasana_Vajrasana,3_292.jpg,4,13,66,both
14708,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,1_113.jpg,3,11,64,both
13823,Firefly_Pose_or_Tittibhasana_,264.jpg,2,9,24,both
6108,Peacock_Pose_or_Mayurasana_,93.jpg,4,16,42,both
7194,Seated_Forward_Bend_pose_or_Paschimottanasana_,539.jpg,1,7,52,both
1397,Child_Pose_or_Balasana_,176.jpg,4,14,9,both
9142,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,1_0_267.jpg,3,11,64,both
8415,Standing_Forward_Bend_pose_or_Uttanasana_,1_659.jpg,0,1,60,both
4558,Half_Lord_of_the_Fishes_Pose_or_Ardha_Matsyendrasana_,2_500.jpg,1,5,30,both
198,Boat_Pose_or_Paripurna_Navasana_,249.jpg,5,19,2,both
10510,Warrior_II_Pose_or_Virabhadrasana_II_,0_8.jpg,0,3,74,both
3137,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_71.jpg,0,2,21,both
12025,Gate_Pose_or_Parighasana_,80.jpg,0,2,29,both
2555,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,0_9.jpg,4,16,15,both
5945,Low_Lunge_pose_or_Anjaneyasana_,209.jpg,0,2,40,both
13700,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,3_132.jpg,0,2,21,both
7509,Side_Plank_Pose_or_Vasisthasana_,453.jpg,4,15,56,both
4464,Gate_Pose_or_Parighasana_,296.jpg,0,2,29,both
10135,Virasana_or_Vajrasana,1_112.jpg,1,5,72,both
477,Bow_Pose_or_Dhanurasana_,601.jpg,5,19,4,both
14454,Side_Plank_Pose_or_Vasisthasana_,362.jpg,4,15,56,both
850,Camel_Pose_or_Ustrasana_,119.jpg,5,17,6,both
8171,Split pose,3_543.jpg,1,6,58,both
7314,Shoulder-Pressing_Pose_or_Bhujapidasana_,81.jpg,2,9,53,both
176,Boat_Pose_or_Paripurna_Navasana_,408.jpg,5,19,2,both
945,Camel_Pose_or_Ustrasana_,0_190.jpg,5,17,6,both
257,Boat_Pose_or_Paripurna_Navasana_,535.jpg,5,19,2,both
12578,Sitting pose 1 (normal),2_122.jpg,1,4,57,both
101,Boat_Pose_or_Paripurna_Navasana_,185.jpg,5,19,2,both
1946,Cockerel_Pose,2_60.jpg,2,9,11,both
10760,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,3_361.jpg,1,6,76,both
2148,Cow_Face_Pose_or_Gomukhasana_,114.jpg,1,5,13,both
10608,Warrior_I_Pose_or_Virabhadrasana_I_,1_39.jpg,0,2,75,both
1154,Cat_Cow_Pose_or_Marjaryasana_,1_583.jpg,5,18,7,both
1189,Chair_Pose_or_Utkatasana_,521.jpg,0,0,8,both
14300,Reclining_Hand-to-Big-Toe_Pose_or_Supta_Padangusthasana_,458.jpg,4,13,48,both
3622,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,2_47.jpg,0,2,22,both
10137,Virasana_or_Vajrasana,2_140.jpg,1,5,72,both
14340,Scale_Pose_or_Tolasana_,1_163.jpg,2,9,50,both
8506,Standing_Forward_Bend_pose_or_Uttanasana_,1_191.jpg,0,1,60,both
1693,Cobra_Pose_or_Bhujangasana_,1_152.jpg,4,14,10,both
7815,Sitting pose 1 (normal),3_477.jpg,1,4,57,both
8655,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,1_220.jpg,0,3,61,both
1215,Chair_Pose_or_Utkatasana_,306.jpg,0,0,8,both
9385,Supta_Virasana_Vajrasana,3_194.jpg,4,13,66,both
12469,Seated_Forward_Bend_pose_or_Paschimottanasana_,313.jpg,1,7,52,both
1571,Cobra_Pose_or_Bhujangasana_,1_197.jpg,4,14,10,both
11279,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,439.jpg,1,5,1,both
6385,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,1_46.jpg,2,10,46,both
4069,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,233.jpg,4,16,26,both
2164,Cow_Face_Pose_or_Gomukhasana_,375.jpg,1,5,13,both
5736,Lord_of_the_Dance_Pose_or_Natarajasana_,263.jpg,0,3,39,both
12485,Seated_Forward_Bend_pose_or_Paschimottanasana_,560.jpg,1,7,52,both
9726,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,0_620.jpg,5,17,69,both
2256,Cow_Face_Pose_or_Gomukhasana_,565.jpg,1,5,13,both
2214,Cow_Face_Pose_or_Gomukhasana_,0_311.jpg,1,5,13,both
5424,Legs-Up-the-Wall_Pose_or_Viparita_Karani_,209.jpg,3,11,37,both
6729,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,1_98.jpg,1,7,49,both
11143,Yogic_sleep_pose,1_32.jpg,4,13,80,both
8683,Standing_big_toe_hold_pose_or_Utthita_Padangusthasana,219.jpg,0,3,62,both
1984,Corpse_Pose_or_Savasana_,126.jpg,4,13,12,both
13454,Cobra_Pose_or_Bhujangasana_,2_11.jpg,4,14,10,both
10106,Virasana_or_Vajrasana,2_75.jpg,1,5,72,both
12258,Low_Lunge_pose_or_Anjaneyasana_,20.jpg,0,2,40,both
2977,Eight-Angle_Pose_or_Astavakrasana_,25.jpg,2,10,19,both
553,Bow_Pose_or_Dhanurasana_,92.jpg,5,19,4,both
4055,Fish_Pose_or_Matsyasana_,0_459.jpg,4,13,25,both
13989,Half_Moon_Pose_or_Ardha_Chandrasana_,373.jpg,0,2,31,both
10161,Virasana_or_Vajrasana,2_582.jpg,1,5,72,both
2098,Corpse_Pose_or_Savasana_,312.jpg,4,13,12,both
9563,Tree_Pose_or_Vrksasana_,438.jpg,0,0,68,both
14181,Low_Lunge_pose_or_Anjaneyasana_,442.jpg,0,2,40,both
3036,Extended_Puppy_Pose_or_Uttana_Shishosana_,354.jpg,4,14,20,both
10812,Wide-Legged_Forward_Bend_pose_or_Prasarita_Padottanasana_,186.jpg,0,1,77,both
8912,Supported_Headstand_pose_or_Salamba_Sirsasana_,494.jpg,3,11,63,both
14742,Supta_Baddha_Konasana_,1_275.jpg,4,13,65,both
2081,Corpse_Pose_or_Savasana_,367.jpg,4,13,12,both
9554,Tree_Pose_or_Vrksasana_,128.jpg,0,0,68,both
14326,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,1_114.jpg,1,7,49,both
5968,Low_Lunge_pose_or_Anjaneyasana_,540.jpg,0,2,40,both
7264,Shoulder-Pressing_Pose_or_Bhujapidasana_,180.jpg,2,9,53,both
2804,Eagle_Pose_or_Garudasana_,450.jpg,0,0,18,both
5760,Lord_of_the_Dance_Pose_or_Natarajasana_,108.jpg,0,3,39,both
13957,Half_Lord_of_the_Fishes_Pose_or_Ardha_Matsyendrasana_,1_515.jpg,1,5,30,both
2088,Corpse_Pose_or_Savasana_,80.jpg,4,13,12,both
7300,Shoulder-Pressing_Pose_or_Bhujapidasana_,130.jpg,2,9,53,both
15048,Wide-Legged_Forward_Bend_pose_or_Prasarita_Padottanasana_,689.jpg,0,1,77,both
12624,Sitting pose 1 (normal),3_21.jpg,1,4,57,both
5356,Legs-Up-the-Wall_Pose_or_Viparita_Karani_,242.jpg,3,11,37,both
10371,Warrior_III_Pose_or_Virabhadrasana_III_,566.jpg,0,3,73,both
7528,Side_Plank_Pose_or_Vasisthasana_,499.jpg,4,15,56,both
3295,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_240.jpg,0,2,21,both
4313,Garland_Pose_or_Malasana_,0_518.jpg,1,4,28,both
3686,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,1_567.jpg,3,11,23,both
7394,Side_Crane_(Crow)_Pose_or_Parsva_Bakasana_,3_577.jpg,2,10,55,both
1113,Cat_Cow_Pose_or_Marjaryasana_,2_293.jpg,5,18,7,both
13663,Eight-Angle_Pose_or_Astavakrasana_,360.jpg,2,10,19,both
14258,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,1_69.jpg,2,10,46,both
4861,Handstand_pose_or_Adho_Mukha_Vrksasana_,49.jpg,3,11,32,both
11021,Wild_Thing_pose_or_Camatkarasana_,484.jpg,5,17,78,both
177,Boat_Pose_or_Paripurna_Navasana_,264.jpg,5,19,2,both
14030,Happy_Baby_Pose_or_Ananda_Balasana_,143.jpg,4,13,33,both
8402,Standing_Forward_Bend_pose_or_Uttanasana_,2_238.jpg,0,1,60,both
11929,Firefly_Pose_or_Tittibhasana_,250.jpg,2,9,24,both
10339,Warrior_III_Pose_or_Virabhadrasana_III_,38.jpg,0,3,73,both
62,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,122.jpg,1,5,1,both
12158,Intense_Side_Stretch_Pose_or_Parsvottanasana_,315.jpg,0,1,36,both
9173,Supta_Baddha_Konasana_,3_187.jpg,4,13,65,both
12110,Happy_Baby_Pose_or_Ananda_Balasana_,228.jpg,4,13,33,both
2398,Crane_(Crow)_Pose_or_Bakasana_,1_118.jpg,2,9,14,both
12769,Supported_Headstand_pose_or_Salamba_Sirsasana_,504.jpg,3,11,63,both
8486,Standing_Forward_Bend_pose_or_Uttanasana_,1_249.jpg,0,1,60,both
8928,Supported_Headstand_pose_or_Salamba_Sirsasana_,111.jpg,3,11,63,both
10423,Warrior_II_Pose_or_Virabhadrasana_II_,524.jpg,0,3,74,both
12402,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,1_183.jpg,1,7,49,both
6646,Reclining_Hand-to-Big-Toe_Pose_or_Supta_Padangusthasana_,411.jpg,4,13,48,both
11971,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,169.jpg,4,16,26,both
834,Camel_Pose_or_Ustrasana_,527.jpg,5,17,6,both
1165,Cat_Cow_Pose_or_Marjaryasana_,2_0_174.jpg,5,18,7,both
3565,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,1_0_77.jpg,0,2,22,both
2525,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,71.jpg,4,16,15,both
856,Camel_Pose_or_Ustrasana_,592.jpg,5,17,6,both
247,Boat_Pose_or_Paripurna_Navasana_,405.jpg,5,19,2,both
2845,Eagle_Pose_or_Garudasana_,256.jpg,0,0,18,both
1467,Child_Pose_or_Balasana_,282.jpg,4,14,9,both
7675,Sitting pose 1 (normal),1_138.jpg,1,4,57,both
5042,Happy_Baby_Pose_or_Ananda_Balasana_,0_53.jpg,4,13,33,both
7491,Side_Plank_Pose_or_Vasisthasana_,461.jpg,4,15,56,both
13962,Half_Lord_of_the_Fishes_Pose_or_Ardha_Matsyendrasana_,1_243.jpg,1,5,30,both
9760,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,299.jpg,5,17,69,both
1345,Chair_Pose_or_Utkatasana_,0_354.jpg,0,0,8,both
8863,Supported_Headstand_pose_or_Salamba_Sirsasana_,4.jpg,3,11,63,both
5129,Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,1_41.jpg,1,7,34,both
8647,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,1_142.jpg,0,3,61,both
5185,Heron_Pose_or_Krounchasana_,2_45.jpg,1,8,35,both
12098,Handstand_pose_or_Adho_Mukha_Vrksasana_,120.jpg,3,11,32,both
6914,Scorpion_pose_or_vrischikasana,1_150.jpg,3,12,51,both
1376,Child_Pose_or_Balasana_,448.jpg,4,14,9,both
710,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,353.jpg,5,17,5,both
10099,Virasana_or_Vajrasana,1_371.jpg,1,5,72,both
10899,Wide-Legged_Forward_Bend_pose_or_Prasarita_Padottanasana_,0_250.jpg,0,1,77,both
9035,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_19.jpg,3,11,64,both
9064,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_271.jpg,3,11,64,both
11200,viparita_virabhadrasana_or_reverse_warrior_pose,268.jpg,0,2,81,both
10058,Upward_Plank_Pose_or_Purvottanasana_,0_549.jpg,5,17,71,both
6298,Plow_Pose_or_Halasana_,143.jpg,3,12,45,both
12640,Split pose,2_201.jpg,1,6,58,both
1406,Child_Pose_or_Balasana_,24.jpg,4,14,9,both
3085,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_619.jpg,0,2,21,both
13392,Chair_Pose_or_Utkatasana_,469.jpg,0,0,8,both
3753,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,1_144.jpg,3,11,23,both
14461,Side_Plank_Pose_or_Vasisthasana_,152.jpg,4,15,56,both
13615,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,131.jpg,0,1,17,both
8005,Sitting pose 1 (normal),1_188.jpg,1,4,57,both
15069,Wild_Thing_pose_or_Camatkarasana_,60.jpg,5,17,78,both
4400,Garland_Pose_or_Malasana_,33.jpg,1,4,28,both
14717,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_222.jpg,3,11,64,both
5150,Heron_Pose_or_Krounchasana_,2_76.jpg,1,8,35,both
6063,Peacock_Pose_or_Mayurasana_,519.jpg,4,16,42,both
8911,Supported_Headstand_pose_or_Salamba_Sirsasana_,58.jpg,3,11,63,both
1905,Cockerel_Pose,4_61.jpg,2,9,11,both
12475,Seated_Forward_Bend_pose_or_Paschimottanasana_,233.jpg,1,7,52,both
181,Boat_Pose_or_Paripurna_Navasana_,0_627.jpg,5,19,2,both
10433,Warrior_II_Pose_or_Virabhadrasana_II_,589.jpg,0,3,74,both
12791,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_163.jpg,3,11,64,both
838,Camel_Pose_or_Ustrasana_,179.jpg,5,17,6,both
8259,Split pose,3_634.jpg,1,6,58,both
7466,Side_Crane_(Crow)_Pose_or_Parsva_Bakasana_,2_522.jpg,2,10,55,both
13718,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,3_422.jpg,0,2,21,both
2313,Cow_Face_Pose_or_Gomukhasana_,25.jpg,1,5,13,both
